apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_sales_by_sales_report/wb_sales_by_sales_report.py,Amount sales Commission,Сумма комиссии за продажу
DocType: WB Sales,An agreed discount on the product,Согласованная скидка на товар
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,An error occurred during the update process,Произошла ошибка во время процесса обновления
apps/trava_erpnext/trava_erpnext/sale_commission/report/commission_goods/commission_goods.js,Any,Любой
DocType: WB Sales,Approved promo code,Подтвержденный промокод
DocType: WB Orders,Area,Площадь
Custom Field - label: Item-article,Article,Статья
DocType: WB Sales by Sales,Article number,Номер статьи
DocType: Commission Agent Report,Auto Repeat,Автоматическое повторение
DocType: Commission Agent Report,Auto Repeat Section,Секция автоматического повтора
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Auto repeat document updated,Автоматический повторный документ обновлен
DocType: Commission Agent Report Item,Award,Награда
DocType: Commission Agent Report Item,Award (Company Currency),Премия (валюта компании)
Custom Field - label: Bank-bik,BIK,БИК
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,BOM,ВМ
DocType: Commission Agent Report Item,BOM No,ВМ №
DocType: WB Settings,BR,BR
DocType: WB Orders,Barcode,Штрих-код
DocType: Commission Agent Report Item,Basic Rate (Company Currency),Основная ставка (валюта компании)
DocType: Commission Agent Report Item,Billed Amt,Счетов выдано кол-во
DocType: Commission Agent Report,Billing  Status,Статус выставления счетов
DocType: Commission Agent Report,Billing Status,Статус оплаты
DocType: Commission Agent Report Item,Blanket Order,Заказать одеяло
DocType: Commission Agent Report Item,Blanket Order Rate,Стоимость заказа на одеяло
DocType: WB Orders,Brand,Бренд
DocType: Commission Agent Report Item,Brand Name,Имя бренда
DocType: WB Settings,CA,Калифорния
DocType: WB Settings,CN,CN
DocType: Commission Agent Report,COM-.YYYY.-,COM-.ГГГГ.-
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Calculated net profit,Расчетная чистая прибыль
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Calculated net profit percent,Расчетный процент чистой прибыли
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Calculated remuneration to the supplier,Расчетное вознаграждение поставщику
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,Calculation of the new price with discounts from the new retail price(default calculation from the standard price),Расчет новой цены с учетом скидок от новой розничной цены (расчет по умолчанию от стандартной цены)
DocType: Commission Agent Report,Campaign,Кампания
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.py,Can only make payment against unbilled {0},Могу только осуществить платеж против нефактурированных {0}
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Can refer row only if the charge type is 'On Previous Row Amount' or 'Previous Row Total',"Можете обратиться строку, только если тип заряда «О Предыдущая сумма Row» или «Предыдущая Row Всего"""
DocType: Commission Agent Report,Cancelled,Отменено
apps/trava_erpnext/trava_erpnext/public/js/packing_slip.js,Cannot find Item with this Barcode,Не удается найти товар с этим штрих-кодом
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Cannot refer row number greater than or equal to current row number for this Charge type,"Не можете обратиться номер строки, превышающую или равную текущему номеру строки для этого типа зарядки"
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Cannot select charge type as 'On Previous Row Amount' or 'On Previous Row Total' for first row,"Невозможно выбрать тип заряда, как «О предыдущего ряда Сумма» или «О предыдущего ряда Всего 'для первой строки"
DocType: WB Deductions,Category,Категория
DocType: WB Settings,Check this to enable a scheduled Daily synchronization routine via scheduler,"Проверьте это, чтобы включить запланированную ежедневную процедуру синхронизации через планировщик"
DocType: WB Settings,Click this button to pull your Sales Order data from Amazon MWS.,"Нажмите эту кнопку, чтобы получить данные вашей Сделки из Amazon MWS."
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Close,Закрыть
DocType: Commission Agent Report,Closed,Закрыт
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.py,Closed order cannot be cancelled. Unclose to cancel.,Закрытый заказ не может быть отменен. Отменить открываться.
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_sales_by_sales_report/wb_sales_by_sales_report.py,Code WB,Код WB
Custom Field - label: Customer-code_reason_registration,Code reason registration,Код причины регистрации
DocType: WB Price,Collection,Коллекция
DocType: Agreement,Commission,Комиссионный сбор
DocType: Commission Agent Report,Commission Agent Report,Отчет комиссионера
DocType: Commission Agent Report Item,Commission Agent Report Item,Пункт отчета комиссионера
,Commission Goods,Комиссионные товары
DocType: Commission Agent Report,Commission Rate,Комиссия
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_sales_by_sales_report/wb_sales_by_sales_report.py,Commission WB,Комиссия ВБ
DocType: Commission Agent Report,Commission agent's remuneration,Вознаграждение комиссионера
DocType: Commission Agent Report,Commission agent's remuneration (Company Currency),Вознаграждение комиссионера (валюта компании)
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_sales_by_sales_report/wb_sales_by_sales_report.py,Commission percent WB,Процент комиссии ВБ
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Commission percent wb,Процент комиссии wb
DocType: WB Sales by Sales,Commission percentage,Процент комиссии
Custom Field - label: Print Settings-compact_item_print,Compact Item Print,Компактный товара печати
DocType: Agreement,Company,Организация
DocType: Commission Agent Report,Company Address,Адрес компании
DocType: Commission Agent Report,Company Address Name,Название компании
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,Company for valuation rate selection,Компания по выбору курса оценки
DocType: Commission Agent Report,Completed,Завершено
DocType: Commission Agent Report,Contact,Контакты
DocType: Commission Agent Report,Contact Email,Эл.почта для связи
DocType: Commission Agent Report,Contact Person,Контактное Лицо
DocType: WB Sales by Sales,Contract,Контракт
DocType: WB Stocks,Contract code,Код контракта
Custom Field - label: Bank-correspondent_account,Correspondent account,Корреспондентский счет
DocType: WB Price,Cost,Стоимость
DocType: WB Sales by Sales,Cost Amount,Сумма затрат
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Cost Center For Item with Item Code ',Центр Стоимость для элемента данных с Код товара '
DocType: WB Sales by Sales,Cost of logistics,Стоимость логистики
DocType: WB Sales,Country,Страна
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Create,Создать
DocType: WB Settings,Create Commission Agent Report,Создать отчет комиссионера
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Creating Purchase Order ...,Создание заказа на поставку ...
DocType: Commission Agent Report,Creation Date,Дата создания
DocType: Commission Agent Report,Currency,Валюта
DocType: Commission Agent Report,Currency and Price List,Валюта и прайс-лист
DocType: WB Price,"Current discount on the site,%","Текущая скидка на сайте,%"
DocType: WB Price,Current net profit,Текущая чистая прибыль
DocType: WB Price,Current price with discounts,Текущая цена со скидками
DocType: WB Price,Current price with discounts and promo codes,Текущая цена со скидками и промокодами
DocType: WB Price,"Current promo code discount,%","Скидка по действующему промокоду,%"
DocType: WB Price,Current retail price(before discount),Текущая розничная цена (до скидки)
DocType: Agreement,Customer,Клиент
DocType: Commission Agent Report,Customer Address,Клиент Адрес
DocType: WB Settings,Customer Group,Группа клиентов
DocType: Agreement,Customer Name,Имя клиента
DocType: WB Settings,Customer Type,Тип клиента
DocType: Commission Agent Report Item,Customer Warehouse (Optional),Склад Клиент (Необязательно)
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.py,Customer {0} does not belong to project {1},Клиент {0} не относится к проекту {1}
DocType: Label Printing Item,Customer's Item Code,Клиентский код продукта
DocType: WB Settings,DE,Делавэр
DocType: WB Orders,Date  updated in WB,Дата обновлена ??в ВБ
DocType: WB Sales,Date and time  updated in WB,Дата и время обновлены в WB
DocType: WB Orders,Date and time updated in WB,Дата и время обновлены в WB
DocType: WB Price,Date of appearance of the illiquid,Дата появления неликвида
DocType: WB Orders,Date of order cancellation,Дата отмены заказа
DocType: WB Sales,Date of sale,Дата продажи
DocType: Commission Agent Report,Date of the incoming report,Дата входящего отчета
DocType: WB Orders,Date orders,Дата заказов
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_purchase/wb_purchase.js,Days from purchase to delivery,Дней от покупки до доставки
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_purchase/wb_purchase.js,Days until next purchase,Дней до следующей покупки
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Declare Lost,Объявить потерянным
DocType: Commission Agent Report Item,Delivered Qty,Поставляемое кол-во
apps/trava_erpnext/trava_erpnext/public/js/sales_invoice.js,Delivery,Доставка
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Delivery Date,Дата поставки
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Delivery Note,Накладная
DocType: Commission Agent Report Item,Delivery Warehouse,Доставка Склад
DocType: WB Orders,Delivery number,Номер доставки
DocType: Commission Agent Report Item,Description,Описание
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.py,Desired net profit,Желаемая чистая прибыль
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Detailed Reason,Подробная причина
apps/trava_erpnext/trava_erpnext/sale_commission/report/commission_goods/commission_goods.js,Didn't report back,Не сообщил
DocType: Commission Agent Report Item,Discount (%) on Price List Rate with Margin,Скидка (%) на цену Прейскурант с маржой
DocType: Commission Agent Report Item,Discount Amount,Сумма скидки
DocType: Commission Agent Report Item,Discount and Margin,Скидка и маржа
DocType: WB Sales,District,Округ
DocType: WB Sales,Document number,Номер документа
DocType: WB Sales by Sales,Document type,Тип документа
DocType: WB Settings,Domain,Домен
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Domodedovo Warehouse,Домодедово Склад
DocType: Commission Agent Report,Draft,Черновик
DocType: Commission Agent Report Item,Drop Ship,Корабль падения
DocType: WB Settings,ES,ES
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Elektrostal Warehouse,Электросталь склад
DocType: WB Settings,Enable Scheduled Sync,Включить синхронизацию по расписанию
DocType: WB Settings,Enable WB,Включить WB
DocType: Agreement,End Date,Дата окончания
DocType: Commission Agent Report Item,Ensure Delivery Based on Produced Serial No,Обеспечить доставку на основе серийного номера
DocType: Commission Agent Report,Exchange Rate,Курс обмена
apps/trava_erpnext/trava_erpnext/agreement/doctype/agreement/agreement.py,Expected Start Date should be after End Date,Ожидаемая дата начала должна быть позже даты окончания.
DocType: WB Settings,FR,FR
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table, values will be copied to 'Packing List' table.","Для элементов 'Товарный набор', складской номер, серийный номер и номер партии будет подтягиваться из таблицы ""Упаковочный лист"". Если складской номер и номер партии одинаковы для всех пакуемых единиц для каждого наименования ""Товарного набора"", эти номера можно ввести в таблице основного наименования, значения будут скопированы в таблицу ""Упаковочного листа""."
DocType: Commission Agent Report Item,For Production,Для производства
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,For Warehouse,Для Склада
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,"For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included",Для ряда {0} {1}. Чтобы включить {2} в размере Item ряды также должны быть включены {3}
DocType: Commission Agent Report,From Date,С
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,From current net profit,Из текущей чистой прибыли
DocType: WB Settings,From date,С даты
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,From new net profit,Из новой чистой прибыли
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,From sales,От продаж
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,From the current discount,С действующей скидки
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,From the current price with discount,От действующей цены со скидкой
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,From the current price with discount and promo code,От действующей цены со скидкой и промокодом
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,From the current price without discounts,От актуальной цены без скидок
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,From the current promo code,С действующего промокода
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,From the date of sales,Со дня продажи
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,From the new discount,С новой скидки
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,From the new price,С новой цены
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,From the new price with discount,От новой цены со скидкой
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,From the new price with discount and promo code,От новой цены со скидкой и промокодом
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,From the new promo code discount,По новому промокоду скидка
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,From the remnant,Из остатка
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,From the turnover rate,От скорости оборота
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report_dashboard.py,Fulfillment,свершение
DocType: Commission Agent Report,Fully Billed,Выставлены счет(а) полностью
DocType: WB Settings,Get financial breakup of Taxes and charges data by Amazon ,Получите финансовую разбивку данных по налогам и сборам Amazon
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Get items from,Получить продукты от
Custom Field - label: Project-github_sync_id,GitHub Sync ID,Идентификатор синхронизации GitHub
DocType: Commission Agent Report,Grand Total,Общий итог
DocType: Commission Agent Report,Grand Total (Company Currency),Общий итог (Компания Валюта)
apps/trava_erpnext/trava_erpnext/sale_commission/report/commission_goods/commission_goods.js,Greater than zero,Больше нуля
DocType: Commission Agent Report Item,Gross Profit,Валовая прибыль
DocType: Commission Agent Report,Group same items,Сгруппировать похожие продукты
apps/trava_erpnext/trava_erpnext/sale_commission/report/commission_goods/commission_goods.py,Handed,Вручен
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Hold,Удержание
Custom Field - label: Item-hub_sync_id,Hub Sync ID,Идентификатор синхронизации концентратора
DocType: WB Settings,IN,В
DocType: WB Settings,IT,ЭТО
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Ignore Existing Ordered Qty,Игнорировать уже заказанное количество
DocType: Commission Agent Report,Ignore Pricing Rule,Игнорировать правило ценообразования
DocType: Label Printing Item,Image,Изображение
DocType: Label Printing Item,Image View,Просмотр изображения
DocType: Commission Agent Report,In Words,Прописью
DocType: Commission Agent Report,In Words (Company Currency),В Слов (Компания валюте)
DocType: Commission Agent Report,In Words will be visible once you save the Sales Order.,"В словах будет видно, как только вы сохраните Сделку."
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.py,"In the line with the value of the barcode %s, the ",
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Include Exploded Items,Включить раздробленные элементы
DocType: Commission Agent Report,Incoming number,Входящий номер
DocType: WB Settings,Individual,Частное лицо
DocType: WB Sales,Initial retail price of the product,Начальная розничная цена товара
DocType: Commission Agent Report,Inter Company Order Reference,Ссылка на заказ внутри компании
apps/trava_erpnext/trava_erpnext/public/js/sales_invoice.js,Invoice Discounting,Дисконтирование счета
Custom Field - label: Contact-is_billing_contact,Is Billing Contact,Контактное лицо для выставления счетов
DocType: Commission Agent Report Item,Is Free Item,Это бесплатный товар
apps/trava_erpnext/trava_erpnext/sale_commission/report/commission_goods/commission_goods.js,Item,Продукт
DocType: Label Printing Item,Item Code,Код продукта
DocType: Commission Agent Report Item,Item Group,Продуктовая группа
DocType: Label Printing Item,Item Name,Название продукта
DocType: Commission Agent Report Item,Item Tax Rate,Ставка налогов на продукт
DocType: Commission Agent Report Item,Item Tax Template,Шаблон налога
DocType: Commission Agent Report Item,Item Weight Details,Деталь Вес Подробности
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Item name,Название предмета
DocType: Label Printing,Items,Продукты
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Items Required,Необходимые предметы
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Items for Raw Material Request,Товары для запроса сырья
DocType: WB Settings,JP,JP
DocType: WB Sales by Sales,Justification for payment,Обоснование платежа
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Kazan Warehouse,Казанский склад
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Khabarovsk Warehouse,Хабаровск склад
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Koledino Warehouse,Коледино склад
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Krasnodar Warehouse,Краснодарский склад
DocType: Label Printing,Label Printing,Печать этикеток
DocType: Label Printing Item,Label Printing Item,Этикетка для печати
DocType: WB Price,Last barcode,Последний штрих-код
DocType: Commission Agent Report,Letter Head,Письмо
DocType: WB Sales by Sales,Line number,Номер строчки
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Logistics percent,Логистика в процентах
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Lost Reasons,Потерянные Причины
DocType: Commission Agent Report,Loyalty Amount,Сумма лояльности
DocType: Commission Agent Report,Loyalty Points,Точки лояльности
DocType: Commission Agent Report,Loyalty Points Redemption,Выкуп лояльности очков
DocType: WB Settings,MWS Auth Token,Токен аутентификации MWS
DocType: WB Settings,MX,MX
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Maintenance Schedule,График технического обслуживания
DocType: Agreement,Maintenance User,Сотрудник обслуживания
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Maintenance Visit,Техническое обслуживание Посетить
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Mandatory,Обязательный
DocType: Commission Agent Report Item,Manufacturing Section,Производственный отдел
DocType: Commission Agent Report Item,Margin Rate or Amount,Маржинальная ставка или сумма
DocType: Commission Agent Report Item,Margin Type,Тип маржа
DocType: WB Settings,Market Place Account Group,Группа учета рынка
DocType: WB Settings,Market Place ID,Идентификатор рынка
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Material Request,Запрос материала
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Material Request {0} submitted.,Запрос материала {0} отправлен.
DocType: WB Settings,Max Retry Limit,Максимальный лимит регрессии
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Minus logistics,Минус логистика
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Minus storage in the warehouse,Минус хранения на складе
DocType: Commission Agent Report,Mobile No,Мобильный номер
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.js,Monthly,Ежемесячно
DocType: Commission Agent Report,More Information,Больше информации
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Name,Имя
DocType: Commission Agent Report Item,Net Amount,Чистая сумма
DocType: Commission Agent Report Item,Net Amount (Company Currency),Чистая сумма (валюта Компании)
DocType: Commission Agent Report Item,Net Rate,Нетто-ставка
DocType: Commission Agent Report Item,Net Rate (Company Currency),Чистая скорость (Компания валют)
DocType: Commission Agent Report,Net Total,Чистая Всего
DocType: Commission Agent Report,Net Total (Company Currency),Чистая Всего (Компания Валюта)
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_sales_by_sales_report/wb_sales_by_sales_report.py,Net profit,Чистая прибыль
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Net profit on the report,Чистая прибыль по отчету
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Net profit percent,Процент чистой прибыли
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,New discount,Новая скидка
DocType: WB Price,New net profit,Новая чистая прибыль
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,New price,Новая цена
DocType: WB Price,New price with discounts,Новая цена со скидками
DocType: WB Price,New price with discounts and promo codes,Новая цена со скидками и промокодами
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.js,New promo code,Новый промокод
DocType: WB Price,"New promo code discount,%","Скидка по новому промокоду,%"
DocType: WB Price,New retail price (before discount),Новая розничная цена (до скидки)
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,No Items with Bill of Materials to Manufacture,Нет предметов с Биллом материалов не Manufacture
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,No Items with Bill of Materials.,Нет предметов с ведомостью материалов.
DocType: WB Price,Nomenclature (Code 1C),Номенклатура (Код 1С)
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.py,Nos,кол-во
DocType: Commission Agent Report,Not Billed,Счета не выставленны
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.py,Not Paid,Не оплачено
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.py,Not permitted,Не разрешено
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Note,Заметки
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Novosibirsk Warehouse,Новосибирск склад
DocType: WB Price,Number of days on the site,Количество дней на сайте
DocType: WB Sales by Sales,Number of deliveries,Количество доставок
DocType: WB Sales by Sales,Number of returns,Количество возвратов
DocType: WB Price,Number of sales,Количество продаж
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_price/wb_price.py,Number of sales in the last month,Количество продаж за последний месяц
DocType: Commission Agent Report,On Hold,На удерживании
apps/trava_erpnext/trava_erpnext/sale_commission/report/commission_goods/commission_goods.js,On date,На свидании
DocType: WB Stocks,On the way from the client (pieces),В пути от клиента (шт.)
DocType: WB Stocks,On the way to the client (pieces),В пути к клиенту (шт.)
DocType: WB Sales by Sales,Order date,Дата заказа
DocType: WB Orders,Order number,Порядковый номер
DocType: Commission Agent Report Item,Ordered Qty,Заказал Кол-во
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.py,Orders,Заказы
DocType: Commission Agent Report,Packed Items,Упакованные продукты
DocType: Commission Agent Report,Packing List,Список упаковки
DocType: Commission Agent Report Item,Page Break,Разрыв страницы
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.py,Paid,Оплачено
DocType: Commission Agent Report,Partly Billed,Выставлены счет(а) частично
DocType: Commission Agent Report,Party Account Currency,Партия Валюта счета
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Payment,Оплата
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Payment Request,Платежная заявка
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Pending Qty,В ожидании Кол-во
DocType: Commission Agent Report Item,Percentage,процент
DocType: WB Deductions,Percentage of remuneration WB,Процент вознаграждения ВБ
DocType: Commission Agent Report,Phone,Телефон
apps/trava_erpnext/trava_erpnext/public/js/sales_order.js,Pick List,Список выбора
DocType: Commission Agent Report Item,Planned Quantity,Планируемый Количество
DocType: Label Printing Item,Planning,Планирование
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Please select Charge Type first,"Пожалуйста, выберите Charge Тип первый"
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Please select a Company first.,"Пожалуйста, сначала выберите компанию."
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Please set Company,Укажите компанию
apps/trava_erpnext/trava_erpnext/public/js/sales_invoice.js,Please specify Company to proceed,"Пожалуйста, сформулируйте Компания приступить"
apps/trava_erpnext/trava_erpnext/sale_commission/doctype/commission_agent_report/commission_agent_report.js,Please specify a valid Row ID for row {0} in table {1},"Пожалуйста, укажите действительный идентификатор строки для строки {0} в таблице {1}"
apps/trava_erpnext/trava_erpnext/wb_selling/report/wb_summary_report/wb_summary_report.py,Podolsk Warehouse,Подольск Склад
DocType: WB Sales,Price,Цена
DocType: Commission Agent Report,Price List,Прайс-лист
